,id,channel_name,title,keyword,published_at,VideoViews
382,khldT24FBEg,StevenCrowder,#429 ALL THE ABORTIONS FOR DEMOCRATS! | Nigel Farage Guests | Louder With Crowder,Abortion,2019-02-01T19:44:55Z,352949
383,6j6g_IZc04A,StevenCrowder,Former Planned Parenthood Director Exposes Abortion Lies! (Abby Johnson Uncut) | Louder With Crowder,Abortion,2019-01-29T02:00:02Z,967119
384,RtZqiu-uL_w,StevenCrowder,DEVIL’S ADVOCATE: Stefan Molyneux VS. Skyler Turden Debate Immigration! | Louder With Crowder,Immigration,2018-11-07T02:00:01Z,289428
385,pBxCrIgYvjY,StevenCrowder,EXPOSED: Top 5 Rape Hoaxes of All Time! | Louder With Crowder,Rape,2018-10-11T01:00:02Z,1798540
386,iuOfdEwCTSQ,StevenCrowder,#398 KAVANAUGH AND RAPE CULTURE HYSTERIA! Ted Cruz and Nick Di Paolo Guest | Louder With Crowder,Rape,2018-10-05T19:37:18Z,609248
387,H6dv6G1FWxk,StevenCrowder,‘Rape Culture’ Is A MYTH | Change My Mind,Rape,2018-10-03T01:00:00Z,15227592
388,QSeyvYq0ZlA,StevenCrowder,#396 KAVANAUGH HEARINGS: RAPING A MAN'S REPUTATION! Nicole Arbour Guests | Louder With Crowder,Rape,2018-09-28T17:21:36Z,713787
389,9Vqlq3wsWrI,StevenCrowder,Greenpeace Founder Debunks Climate Change! (Dr. Patrick Moore Uncut) | Louder With Crowder,Climate,2018-09-12T01:00:01Z,448934
390,rO4aQEzgjp8,StevenCrowder,#359 ROE V WADE FEMINIST MELTDOWN! Daithi De Nogla and Stefan Molyneux | Louder With Crowder,Roe,2018-07-13T18:00:09Z,387536
391,6KtuwzY2WFs,StevenCrowder,Top 5 Reasons Gun Control is DEAD! | Louder With Crowder,Gun,2018-05-22T01:00:00Z,670757
392,I8yofmnD0Ng,StevenCrowder,ABORTION DEBATE: Feminist vs. Crowder (Naomi Wolf Uncut) | Louder With Crowder,Abortion,2018-05-10T01:00:00Z,992797
393,9EtlLCH2JNo,StevenCrowder,EXPOSED: NRA Protest Leader Confronted by Jean-Guy Tremblay! | Louder With Crowder,NRA,2018-05-05T19:22:03Z,482469
394,-l4s901oOUY,StevenCrowder,First Time Gun Buyer! | Change My Mind,Gun,2018-04-17T01:00:00Z,5948122
395,_MmSiVU3PQM,StevenCrowder,REBUTTAL: John Oliver’s Crisis Pregnancy Center Propaganda! | Louder With Crowder,Pregnancy,2018-04-11T01:00:02Z,1269067
396,d8nn-sLOu5Y,StevenCrowder,#310 YOUTUBE SHOOTING COVER-UP!! Thomas Sowell and Owen Benjamin Guest | Louder With Crowder,Shooting,2018-04-06T17:05:50Z,520613
397,8Oi4RQ2T0C0,StevenCrowder,‘THE WAR ON GUNS’ with John Lott | Louder With Crowder,Gun,2018-04-05T01:30:00Z,311103
398,CT7UH14tNvg,StevenCrowder,KYLE KASHUV: The Real Parkland Shooting Teenage Star | Louder With Crowder,Shooting,2018-03-21T01:00:01Z,719696
399,ZHS4qRJ8cFI,StevenCrowder,EPIC: Crowder Destroys Gun Control in 54 Seconds!! | Louder With Crowder,Gun,2018-02-16T23:00:01Z,696928
400,eUd6Z_zyXZM,StevenCrowder,I’m Pro-Life (2nd Edition) | Change My Mind,Pro-life,2017-12-29T16:00:06Z,5021293
401,CuXI5P4b0-0,StevenCrowder,Tales of Colton Wade (Series) | Louder With Crowder,Wade,2017-12-27T16:00:01Z,134831
402,mBEudDA2WMc,StevenCrowder,LOL: Port Authority Terror Attack FAIL! | Louder With Crowder,Terrorism,2017-12-12T02:30:00Z,321601
403,XmVckVl5NUY,StevenCrowder,Ted Nugent Goes OFF On Gun Control | Louder With Crowder,Gun,2017-11-16T02:30:00Z,677269
404,UUCYfdZb6rI,StevenCrowder,HOLLYWOOD HYPOCRISY: Where ‘Rape Culture’ ACTUALLY Exists | Louder With Crowder,Rape,2017-11-14T02:30:00Z,888773
405,2ulpcv-xJpA,StevenCrowder,CAUGHT: Media Lies About Sutherland Springs Shooting | Louder With Crowder,Shooting,2017-11-09T02:30:01Z,825740
406,OCSZYJywQPM,StevenCrowder,I’m Pro-Life | Change My Mind,Pro-life,2017-11-08T02:30:01Z,5512988
407,uLmisbmWaaU,StevenCrowder,MEDIA HYPOCRISY: Islamic Terrorism Vs Gun Violence | Louder With Crowder,Terrorism,2017-11-02T01:30:00Z,805622
408,uLmisbmWaaU,StevenCrowder,MEDIA HYPOCRISY: Islamic Terrorism Vs Gun Violence | Louder With Crowder,Gun,2017-11-02T01:30:00Z,805622
409,BFr169jg3yI,StevenCrowder,"TITLE IX: ""Rape Culture' or is Betsy Devos Right? | Louder With Crowder",Rape,2017-09-16T15:35:28Z,363449
410,W1-KtWMhNkI,StevenCrowder,EXPOSED: Insider Proves CAIR is a Terror Group! | Louder With Crowder,Terrorism,2017-07-15T16:20:21Z,181155
411,Lq4WBOkFNtE,StevenCrowder,HIDDEN CAM: 'Stealing' Illegal Immigrant's Jobs!,Immigration,2017-07-03T13:53:23Z,2171192
412,cVOOMyYde0c,StevenCrowder,EXPLAINED: The Paris Climate Agreement Scam! | Louder With Crowder,Climate,2017-06-01T01:14:11Z,507955
413,B6XB2QectQs,StevenCrowder,REBUTTAL: BuzzFeed’s Radical Abortion Propaganda | Louder With Crowder,Abortion,2017-05-31T01:44:39Z,1144884
414,ZDK1aCqqZkQ,StevenCrowder,"ACTUAL SCIENTIST: ""Climate Change is a Scam!""",Climate,2017-05-02T02:07:48Z,1440772
415,Z6aUKarnouQ,StevenCrowder,"CNN Rebuttal: Yes, Deport Illegal Immigrants/Criminals | Louder With Crowder",Deportation,2017-04-20T01:48:07Z,1747495
416,cD8sNeGa-cs,StevenCrowder,Bulls**t Gun Myths Debunked! | Louder With Crowder,Gun,2017-04-17T22:58:18Z,363465
417,41fGHw8CBIs,StevenCrowder,GUNS: First Time Shooter (Part 1) | Louder With Crowder,Gun,2017-03-25T14:25:04Z,1114924
418,0YX3zJhPNzo,StevenCrowder,"DEBATE: Is ""Rape Culture"" Real? Crowder vs. Michael Ian Black",Rape,2017-02-25T16:36:25Z,699306
419,PErGN3QuE34,StevenCrowder,"#127 EPIC ""RAPE CULTURE"" DEBATE! Pogo and Michael Ian Black | Louder With Crowder",Rape,2017-02-24T16:03:32Z,352077
420,j9zIzIePjpo,StevenCrowder,PRANK CALLS: Will Liberal Churches Accept Refugees??,Refugee,2017-02-21T02:32:46Z,14428301
421,31nfDQ60i-I,StevenCrowder,8 Climate Change Predictions PROVEN 100% False,Climate,2017-01-28T15:57:36Z,332706
422,UOL_QVf2si8,StevenCrowder,Affordable Abortions Are FUN!!!,Abortion,2017-01-21T16:00:17Z,160833
423,-DSBvmJsPSU,StevenCrowder,"""Republicans are NOT Pro-Life! Only 'Pro-Birth!"" Rebuttal | Louder With Crowder",Pro-life,2016-10-29T14:00:00Z,442468
424,ghBIX5fVAZk,StevenCrowder,#94 BILL CLINTON RAPED ME! Juanita Broaddrick and Paul Joseph Watson | Louder With Crowder,Rape,2016-10-07T14:00:47Z,268093
425,c_VDQVs7OE8,StevenCrowder,DEBUNKED: 'Adam Ruins Everything' Why a Wall Won't Stop Immigration | Louder With Crowder,Immigration,2016-10-01T14:00:02Z,2349159
426,SqJ_4YhYMhE,StevenCrowder,"""Common Sense"" Gun Control Debunked! (Man-On-Street)",Gun,2016-08-17T22:27:59Z,6386364
427,NvULsFhhRMA,StevenCrowder,Talk Islam's Direct Ties To Terrorism Addressed | Louder With Crowder,Terrorism,2016-08-08T23:00:01Z,315607
428,mD_-JKvSJrc,StevenCrowder,Crowder Schools SkyNews on Guns,Gun,2016-06-23T20:44:29Z,1077868
429,-25FgQnq2rY,StevenCrowder,Is America Any Better Than ISIS? | Louder With Crowder,ISIS,2016-03-28T22:58:03Z,234328
430,IULSD8VwXEs,StevenCrowder,Vox Rebuttal: Gun Control Propaganda Debunked,Gun,2016-03-17T15:57:05Z,3818527
431,UEihkjKNhN8,StevenCrowder,"HIDDEN CAM: ""Gun Show Loophole"" Exposed!",Gun,2016-01-28T00:12:04Z,8250742
432,gA3TlfUKVD0,StevenCrowder,UFC's Chris Leben Talks Prison and Gun Control | Louder With Crowder,Gun,2016-01-15T22:49:38Z,33295
433,Dpd7Wzz1UI0,StevenCrowder,"Lauren Southern Talks Boobs, Feminists and Immigration | Louder With Crowder",Immigration,2016-01-12T23:27:55Z,934156
434,7Py6tGjJIMs,StevenCrowder,Obama's Gun Control Town Hall Lies | Louder With Crowder,Gun,2016-01-08T23:18:39Z,947444
435,l9YltFEWc4Y,StevenCrowder,Michelle Malkin Exposes H1B Visas | Louder With Crowder,Visa,2015-11-21T16:12:33Z,27543
436,0v9t8XhfHk0,StevenCrowder,Muslim Rape In UK Exposed by Toni Bugle | Louder With Crowder,Rape,2015-10-17T15:05:55Z,332219
437,WnetFL4Cc54,StevenCrowder,Rogue Guns! Anti-Gun PSA,Gun,2015-09-08T22:38:52Z,438434
438,CzJBv7DYonA,StevenCrowder,Trump Talks: Mexico,Mexico,2015-09-02T23:32:31Z,313326
439,tefjNbR_kaU,StevenCrowder,"Obama's Absurd ""Poverty Summit"" Remarks || Louder With Crowder",Poverty,2015-05-12T23:50:31Z,458613
440,XdcdZ8NRdeY,StevenCrowder,A Chilling Story on Abortion From Ann McElhinney || Louder With Crowder,Abortion,2015-04-15T13:42:41Z,62216
441,AiJWCLtW5Fg,StevenCrowder,"#ChapelHillShooting - Is It ""Terrorism""?",Terrorism,2015-02-11T21:03:41Z,17428
442,UtPoRGvlRWA,StevenCrowder,"Famous Imam Praises ISIS, Condemns Christians! || Louder With Crowder",ISIS,2015-01-29T00:31:16Z,473404
443,ycl0-zTjLE4,StevenCrowder,Special Needs Abortion: A Holocaust,Abortion,2014-12-01T23:29:14Z,140036
444,b8b38mV6sio,StevenCrowder,"Real Rape vs ""Rape Culture"" (Featuring Lena Dunham!)",Rape,2014-10-15T00:01:20Z,681288
445,Iub1oybC09M,StevenCrowder,BATMAN & GUN CONTROL!,Gun,2012-08-01T00:02:09Z,98361
446,N-i9C4Ct4-s,StevenCrowder,Crowder Has Gas!! (Union Munchkins),Gas,2011-09-02T00:08:16Z,56652
447,_5iwnxrL3Nc,StevenCrowder,RAPE JOKES! (Bill Maher and Sexism),Rape,2011-07-22T00:45:30Z,143017
448,4cZ8NEVlAjM,StevenCrowder,"Quebec Corner: OBAMACARE, HURRAY!",Obamacare,2011-03-03T23:39:38Z,61193
449,CNMJOhl79XM,StevenCrowder,"Go Green, KILL PEOPLE! (Crowder Visits Mexico)",Mexico,2010-12-17T00:58:45Z,698682
450,vY0dByq4_Xc,StevenCrowder,Global Warming in Mexico!,Mexico,2010-12-03T07:38:43Z,32740
451,-WKLXCHgOiA,StevenCrowder,"GUNS, GUNS, GUNS! (Featuring Michael Moore)",Gun,2009-03-05T22:18:11Z,718249
452,5atn-FwfNQM,StevenCrowder,Abortion is SUPER FUN!!,Abortion,2009-02-05T18:42:07Z,195840
453,Wz_EBH_fKbc,Fox News,"Migrant crisis fuels national security, terrorism fears: 'Sleepless nights'",Terrorism,2024-02-19T20:30:04Z,44604
454,xANwe7Ao-9Q,Fox News,Lindsey Graham demands Russia be designated a state sponsor of terrorism,Terrorism,2024-02-19T16:45:05Z,13622
455,d5QxcB21q34,Fox News,'RATHER RICH': GOP rep slams Mayorkas' attack on impeachment,Rich,2024-02-18T23:00:29Z,64465
456,eGEyw2i4hJ0,Fox News,Trump civil verdict should have CEOs ‘extremely concerned’: Accountant,Extremism,2024-02-17T20:15:00Z,165998
457,HfjRhwbs6TE,Fox News,Two minors charged for Chiefs parade shooting,Shooting,2024-02-17T00:45:02Z,72182
458,l-4VF0ZqHCM,Fox News,Heroes stand out in Kansas City parade shooting | Will Cain Show,Shooting,2024-02-15T18:08:42Z,11383
459,XOAyAUhuzLk,Fox News,Kansas City police give update on Chiefs parade shooting,Shooting,2024-02-15T16:50:11Z,18897
460,GxZzruQK-GI,Fox News,Two suspects detained after Chiefs Super Bowl rally shooting,Shooting,2024-02-14T22:36:24Z,44839
461,-j0leLmhmCk,Fox News,Police give update on Chiefs' Super Bowl rally shooting,Shooting,2024-02-14T21:59:28Z,71532
462,1d_Yq-qrPCg,Fox News,Multiple people struck during Chiefs' Super Bowl parade shooting,Shooting,2024-02-14T21:12:00Z,31302
463,WJy0Y3pmHKQ,Fox News,'Gutfeld!' talks Jillian Michaels ripping into Maher over inflation,Inflation,2024-02-14T17:00:23Z,166667
464,76oJy8RaOaI,Fox News,Fitness star SLAMS Maher over downplaying inflation,Inflation,2024-02-14T08:30:01Z,256570
465,PHla4wwFjVo,Fox News,Tony Robbins offers meaning in a world full of overmedication and climate hysteria | Will Cain Show,Climate,2024-02-13T18:25:32Z,13277
466,M_e1M9nKv0U,Fox News,Migrant teen charged in Times Square shooting,Shooting,2024-02-13T14:15:02Z,185865
467,4O1GmhCPo94,Fox News,Houthis terrorize Red Sea ships in 'vindication' for Palestinians,Terrorism,2024-02-13T13:30:02Z,30810
468,AKWr2kKHMwU,Fox News,What does it take to get deported?,Deportation,2024-02-11T13:30:04Z,99710
469,6-HOr_l-E6g,Fox News,Biden pushes back on special counsel report calling his memory ‘hazy’ and ‘poor’,Poor,2024-02-11T00:00:05Z,456078
470,PnZZU4YXhU4,Fox News,Expert highlights Mexico taking advantage of Biden’s lax border policies,Mexico,2024-02-10T23:00:19Z,49554
471,JJ1lVWSzc_Q,Fox News,Gun owners' privacy is being 'violated from right to left': Aidan Johnston,Gun,2024-02-10T20:45:00Z,65232
472,1MFSZYT91tQ,Fox News,‘IT’S COMING’: Sheriff echoes warning on terror threats facing US homeland,Terrorism,2024-02-10T19:15:00Z,167411
473,Jw6-nZALSyc,Fox News,Trump vows stronger immigration policies after migrants attack NYPD officers #shorts,Immigration,2024-02-10T17:00:13Z,266651
474,iQwoYak2DBc,Fox News,Donald Trump delivers remarks at the NRA Convention,NRA,2024-02-10T00:57:38Z,142587
475,u5h2r-W4_dQ,Fox News,Jesse Watters: Democrats steal from poor minorities and call Republicans greedy racists,Poor,2024-02-08T02:45:02Z,80428
476,NcNArL1mdMQ,Fox News,Speaker Johnson: This bill further incentivizes illegal immigration,Immigration,2024-02-06T01:45:00Z,207084
477,0CDi9VE1ZfQ,Fox News,Americans are not an ATM machine for illegal immigrants: Nancy Mace,Immigration,2024-02-06T01:15:00Z,84683
478,YXWj6PIpjCQ,Fox News,Illegal immigrants accused of attacking NYPD officers to face charges,Immigration,2024-02-05T12:00:34Z,71819
479,aHRC4E95dlQ,Fox News,‘Extremely frustrating’: Portland leaders say state laws hinder efforts to clean up city,Extremism,2024-02-05T08:00:00Z,38803
480,_ESLUkxYv8w,Fox News,Noem: This is an extreme remaking of America,Extremism,2024-02-04T23:45:01Z,226448
481,XKGayUok-SU,Fox News,"Illegal immigrants are ‘everywhere,' multiple Americans warn",Immigration,2024-02-04T15:45:03Z,345164
482,Ezchzw3IQsg,Fox News,Guy Fieri says the 'dollar isn't going as far' due to inflation,Inflation,2024-02-04T12:00:21Z,37726
483,C4uqtWyEdvU,Fox News,State AG sounds off on NCAA’s controversial NIL rules: ‘Everybody is getting rich’,Rich,2024-02-03T20:00:05Z,17477
484,Ga0zbSORBaQ,Fox News,Shocking video shows boat of suspected illegal immigrants land on San Diego beach,Immigration,2024-02-01T14:30:10Z,149263
485,4YBV_Mln6Jc,Fox News,Hunter Biden tries to get gun indictment dismissed,Gun,2024-01-30T20:41:34Z,71184
486,kw15JRoqMMs,Fox News,Harris blames miscommunication for poor polling #shorts,Poor,2024-01-28T11:00:38Z,105020
487,FU-pweYiKFo,Fox News,House Majority Whip reveals how GOP can ‘eliminate’ Dems’ immigration agenda,Immigration,2024-01-27T21:00:06Z,197835
488,u5DWiQnRbso,Fox News,"‘FRUSTRATING’: Economy doesn’t need to be this tough, small business owner says",Economy,2024-01-27T19:45:02Z,30543
489,D3OhKAH7e_k,Fox News,'BONKERS': Expert warns of the harm from Biden's halt of natural gas projects,Gas,2024-01-27T16:00:14Z,70144
490,yAYisx1Kg3o,Fox News,Peter Doocy: Immigration is not a top priority for Biden and his schedule proves it,Immigration,2024-01-25T22:45:02Z,99350
491,cMD5_eUpYcI,Fox News,Kamala accuses GOP of using immigration to win votes: 'They like having the problem',Immigration,2024-01-25T14:30:19Z,66325
492,9oYVrYhXipc,Fox News,Border czar Harris blames GOP for ‘broken’ immigration system,Immigration,2024-01-24T22:30:01Z,46417
493,S8JsCYET4qk,Fox News,'MAKE MORE BABIES': Pro-life diaper company features Musk quote in Times Square billboard,Pro-life,2024-01-20T14:23:43Z,34726
494,jicqWnOJamo,Fox News,Baldwin’s ABC interview on ‘Rust’ shooting was the worst decision he ever made: Terrell,Shooting,2024-01-20T07:00:16Z,61042
495,IRDYATR6vBg,Fox News,Alec Baldwin indicted in fatal ‘Rust’ shooting,Shooting,2024-01-19T20:04:24Z,363524
496,VdYUPkaaT08,Fox News,Illegal immigrant deported 4 times accused of deadly DUI crash,Immigration,2024-01-19T18:30:18Z,298821
497,LY_nQKdX8hY,Fox News,Jesse Watters: Davos is now a ‘debaucherous insane asylum’,Asylum,2024-01-19T02:15:03Z,533924
498,QTo7WeRJrEk,Fox News,‘EXTREMELY DIFFICULT’: Migrant influx overwhelms Denver health system,Extremism,2024-01-18T23:15:03Z,73611
499,z_HP3z2OzCo,Fox News,DOJ sounds alarm on 'cascading failures' of Uvalde shooting response,Shooting,2024-01-18T20:15:01Z,69921
500,LETI51vmuds,Fox News,Should abortion be a GOP priority? Tomi Lahren and Ben Domenech debate | Will Cain Show,Abortion,2024-01-18T18:13:25Z,12822
501,ubMRtuUroJw,Fox News,AG Garland updates the investigation into 2022 Uvalde school shooting,Shooting,2024-01-18T17:49:32Z,14909
502,sBO4QTipm-c,Fox News,Uvalde shooting: Bombshell report calls police response a 'failure',Shooting,2024-01-18T16:18:38Z,42631
503,0UyURovQgLY,Fox News,Reporter TORCHES John Kerry for climate hypocrisy: 'Out of touch and full of it',Climate,2024-01-18T14:30:00Z,44263
504,VI4hlrutLSM,Fox News,Speaker Johnson confronts Biden on immigration: This is 'national security',Immigration,2024-01-18T01:00:18Z,198700
505,QluohfuLLNA,Fox News,Jack Keane reacts to Biden re-designating Houthis to terror list: 'Never should've been removed',Terrorism,2024-01-17T23:00:18Z,83282
506,rPRbz6Laazg,Fox News,John Kerry snaps at reporter over question on carbon footprint: 'Stupid',Carbon,2024-01-17T16:30:10Z,145558
507,CxxwpCXuyNM,Fox News,Climate protesters swarm Joe Manchin in diner,Climate,2024-01-17T16:00:10Z,111351
508,YYVSKgYdwZo,Fox News,Cocaine found on Hunter Biden's gun pouch: Prosecutors,Gun,2024-01-17T12:45:03Z,267684
509,dq1yGpUnL9I,Fox News,Border crisis may be more important to voters than the economy: Iowa GOP chairman,Economy,2024-01-15T22:00:27Z,34559
510,EaCGa83GgcI,Fox News,"Terror attack in Israel leaves 1 dead, 16 injured",Terrorism,2024-01-15T15:03:19Z,65482
511,gOmcAnjHnMc,Fox News,US shoots down Houthi missile targeting warship,Shooting,2024-01-15T11:45:02Z,411194
512,M3vVAkyz780,Fox News,Mexico’s president makes demands in exchange for border help,Mexico,2024-01-15T09:00:13Z,192084
513,tjlUVGJtUEE,Fox News,John Kerry to shift from climate czar to campaigner #shorts,Climate,2024-01-14T20:30:09Z,65228
514,GpwCkLhMQxo,Fox News,"TOP GUN: Air Force pilot competes for Miss America crown, makes history",Gun,2024-01-13T17:00:11Z,125617
515,8gtuxrKPixk,Fox News,’My biggest issue is the economy: Iowa voter,Economy,2024-01-13T14:45:00Z,24340
516,kkoM5hqrp9s,Fox News,This is why you don’t ‘toy with inflation: Will Cain,Inflation,2024-01-13T14:00:36Z,36545
517,54I7g42B3g4,Fox News,Greg Gutfeld: Protesters are contributing to climate change with their body odor,Climate,2024-01-12T01:45:00Z,58476
518,4wE8F926Spc,Fox News,Donald Trump pledges to have the 'largest deportation effort' in American history,Deportation,2024-01-11T04:00:03Z,158785
519,8ZqnrAcEpf8,Fox News,Donald Trump: Overturning Roe v. Wade was a 'miracle',Roe,2024-01-11T03:01:23Z,215324
520,MNRhBQu6E94,Fox News,‘The Five’: Climate protesters stoop to a new low,Climate,2024-01-09T02:45:02Z,87357
521,OMPvJ3FGbUA,Fox News,Dr. Fauci to testify behind closed doors on COVID origins,Covid,2024-01-08T15:00:30Z,37042
522,1C5R-51-dec,Fox News,'STOP THE DOOM-MONGERING': WaPo article blasted for claiming house plants hurt climate,Climate,2024-01-07T16:15:00Z,25056
523,OzbUupgXvAc,Fox News,TECH TERROR: Scammers use AI for back-and-forth kidnapping pleas with families,Terrorism,2024-01-07T14:00:23Z,34173
524,HfTUsw406BQ,Fox News,"There isn’t a problem with extremism, it’s with ‘woke ideology’: Stacy Washington",Extremism,2024-01-06T16:45:00Z,35475
525,Xrrh0Vh2v04,Fox News,Sen. Kennedy: Biden is 'running out of toes to shoot off',Shooting,2024-01-05T10:30:10Z,157674
526,dB0QV81SYt4,Fox News,Biden admin softens screening process for Chinese illegal immigrants: Report,Immigration,2024-01-05T10:00:26Z,22178
527,ZvLpYct2DxI,Fox News,"Biden is 'orchestrating' mass immigration, Texas official warns",Immigration,2024-01-05T09:30:08Z,16664
528,T9gMd6SIzXU,Fox News,Former FBI agent explains need for cameras in schools following Iowa shooting,Shooting,2024-01-05T06:00:09Z,13096
529,Ygcuj8WkD7E,Fox News,ISIS claims responsibility for suicide bomb attacks in Iran,ISIS,2024-01-04T21:30:03Z,197265
530,RZVJUBOVy5k,Fox News,"Iowa school shooting suspect died of self-inflicted gunshot wound, AP reports",Shooting,2024-01-04T18:15:46Z,47844
531,59W8eQDPtY0,Fox News,'CALIFORNIA WILL COLLAPSE': Kennedy warns against expanding welfare state and open immigration,Immigration,2024-01-02T21:30:01Z,722948
532,OaAU9nSEChg,Fox News,FBI rules out terrorism in fiery Rochester car crash,Terrorism,2024-01-02T19:15:01Z,18544
533,5JnJJYWHo-Q,Fox News,FBI investigating possible terror attack outside concert,Terrorism,2024-01-02T15:45:00Z,127490
534,rbmlngd1ChQ,Fox News,Cash-strapped state grants illegal immigrants free health care,Immigration,2024-01-01T22:00:27Z,122545
535,_ify3rPXlq8,Fox News,Illegal immigrants caught using fake passports to pose as minors,Immigration,2024-01-01T13:00:24Z,163994
536,F2EptqI0xYM,Fox News,Rep. Waltz: US deterrence is making Iran wealthy and fueling terrorism,Terrorism,2024-01-01T01:00:13Z,29853
537,ZgDjAEW2_-E,Fox News,'THIS ECONOMY SUCKS': Media fails to sell Americans on 'Bidenomics',Economy,2023-12-31T15:45:01Z,82812
538,xtDRlX0gtC4,Fox News,"‘THE AWARD GOES TO’: King Charles, Bill Gates, John Kerry among 2023’s top climate hypocrites",Climate,2023-12-30T15:45:03Z,92977
539,9h9BHLTZvfs,Fox News,WATCH: Man evicts bear from crawl space with a paintball gun,Gun,2023-12-30T13:30:06Z,94445
540,qvrH-M7uVAs,Fox News,'The Five': Kamala Harris roasted for Christmas picture with gas stove,Gas,2023-12-28T00:00:31Z,226999
541,zDSh_NsQh9M,Fox News,US Navy shoots down Houthi missiles in Middle East,Shooting,2023-12-27T15:45:03Z,183535
542,KAB2uGpTJU0,Fox News,American F-18s shoot down 12 Houthi attack drones,Shooting,2023-12-26T22:00:06Z,411359
543,nc0LOj6-Yx4,Fox News,Biden claims economy is 'all good' but Americans know it's not: Tammy Bruce,Economy,2023-12-26T17:45:03Z,49376
544,OeBSGJJNDYU,Fox News,Migrants barrel toward US as top Biden officials expected to meet in Mexico,Mexico,2023-12-26T17:00:23Z,164933
545,iWuCkTt14hk,Fox News,Brian Kilmeade says the economy is to blame #shorts,Economy,2023-12-23T20:00:14Z,47789
546,6XdVo1wLU24,Fox News,"‘CRAZY’: Biden still running on the economy, despite rock-bottom numbers",Economy,2023-12-23T14:15:00Z,78664
547,v-uvttWE5bk,Fox News,"Nearly 3 in 5 illegal immigrant households are on taxpayer-funded welfare, study finds",Immigration,2023-12-22T12:45:07Z,96832
548,uP9NSO9EVJo,Fox News,Top Biden officials to visit Mexico as migrant crisis unravels,Mexico,2023-12-22T12:00:46Z,102962
549,nm7-MwRWggs,Fox News,Multiple dead in Prague shooting,Shooting,2023-12-21T16:21:26Z,62516
550,mHelz6Ml4JA,Fox News,Journalist reveals migrants are 'coached' by psychologists on asylum claims,Asylum,2023-12-21T06:00:30Z,82144
551,qCL69oknmAE,Fox News,New Texas law allows state police to arrest illegal immigrants,Immigration,2023-12-19T11:02:06Z,278107
552,2PsTEYbIJzs,Fox News,Was the Boston tea party an act of terrorism? Washington Post says 'it depends',Terrorism,2023-12-18T21:30:00Z,13861
553,AwGTRAFPAtk,Fox News,Could Hunter Biden’s gun case be unconstitutional?,Gun,2023-12-18T10:00:11Z,32823
554,EMTRlJnJkjg,Fox News,Democrat John Fetterman is against the 'party line' on immigration: Cain #shorts,Immigration,2023-12-16T22:00:05Z,195323
555,0RlhuAApNJs,Fox News,Gaza can never post a terror threat to Israelis again: Netanyahu spokesperson,Terrorism,2023-12-16T20:00:00Z,114273
556,QiwnbkoyN8U,Fox News,Elderly worker pulls gun on would-be robbers,Gun,2023-12-15T14:30:12Z,84911
557,MXqirWJek-c,Fox News,Police disrupt Hamas terror plans in Europe,Terrorism,2023-12-14T18:40:34Z,113536
558,5M77QNYf0UQ,Fox News,Biden officials grilled on Iran's support of terrorism,Terrorism,2023-12-13T15:46:04Z,23975
559,k5YTGTHGzC4,Fox News,Former political prisoner in Iran: 'Looking for justification' for terrorism,Terrorism,2023-12-12T13:00:35Z,11481
560,36zMC7n7-JE,Fox News,‘Climate alarmists’ take from the Marxist playbook: Helen Raleigh,Climate,2023-12-10T17:45:00Z,21968
561,FmHUnRky3tE,Fox News,Mainstreet America is 'not feeling the love' from the economy: Stephen Moore #shorts,Economy,2023-12-09T19:00:06Z,52010
562,dEgDxZ7hoiE,Fox News,Immigration policy has been tossed out the window under this admin: Pete Hegseth,Immigration,2023-12-09T18:45:00Z,27976
563,iRFdxKRIesY,Fox News,Terror threat is 'off the charts' because of the border: Chris Swecker,Terrorism,2023-12-07T08:30:13Z,24120
564,l6MBZSHtaBI,Fox News,This economy ‘SUCKS’,Economy,2023-12-07T00:30:27Z,45222
565,4WLtQKb8dPM,Fox News,"University of Nevada, Las Vegas shooting suspect dead: Police",Shooting,2023-12-06T21:34:14Z,96358
566,4dySfZHaXdo,Fox News,Voters in Biden’s hometown speak out: ‘This economy sucks’ #shorts #joebiden,Economy,2023-12-06T01:00:03Z,159232
567,k86dJPh-5Gk,Fox News,"FBI investigated Catholics for potential terrorism, House committee report claims",Terrorism,2023-12-05T10:00:34Z,86135
568,uciIJNfqc_I,Fox News,Gun ownership EXPLODES in America,Gun,2023-12-05T00:30:29Z,254884
569,_q29GULGLoU,Fox News,White House vows Biden will keep delivering on ambitious climate agenda,Climate,2023-12-04T20:13:16Z,30341
570,9GkC0cZ4ulM,Fox News,'Bidenomics' not popular in Biden's hometown: 'This economy sucks',Economy,2023-12-04T20:00:06Z,21728
571,jUM6ZYj5qvI,Fox News,US destroyer shoots down drones belonging to Iranian proxies,Shooting,2023-12-04T04:30:12Z,131640
572,OWIrhn6KyNA,Fox News,'POLITICAL EARTHQUAKE': Backlash at immigration rising across Europe,Immigration,2023-12-04T00:45:02Z,340752
573,uunUnhvQkJM,Fox News,How inflation stole Christmas: Common gifts increase in price this holiday season,Inflation,2023-12-03T15:00:45Z,26308
574,_04Snk7g4Xc,Fox News,"'SO EXTREME': DeSantis, Newsom clash on abortion",Extremism,2023-12-01T04:00:12Z,152383
575,_04Snk7g4Xc,Fox News,"'SO EXTREME': DeSantis, Newsom clash on abortion",Abortion,2023-12-01T04:00:12Z,152383
